ID,Marker,Stage,Tissue,RepID,Info,DataAuthor
ENCFF999ZTB,Input,E14.5,Liver,2,ExpAcc:ENCSR742WLX md5sum:138afc1e194a0e2d6dcfe001d964f741 URL:https://www.encodeproject.org/files/ENCFF999ZTB/@@download/ENCFF999ZTB.bam genomeversion:mm10,renlab
ENCFF015AUK,Input,E14.5,Liver,1,ExpAcc:ENCSR742WLX md5sum:1a23cbcb9a69fd2d75014fedb1667a70 URL:https://www.encodeproject.org/files/ENCFF015AUK/@@download/ENCFF015AUK.bam genomeversion:mm10,renlab
ENCFF674GBO,Input,E13.5,Midbrain,2,ExpAcc:ENCSR359ETU md5sum:512beb6fd3108512800a6fc42f3a3632 URL:https://www.encodeproject.org/files/ENCFF674GBO/@@download/ENCFF674GBO.bam genomeversion:mm10,renlab
ENCFF541RVC,Input,E13.5,Midbrain,1,ExpAcc:ENCSR359ETU md5sum:01f2d313bdc3e4037088cd5cff4b4bf8 URL:https://www.encodeproject.org/files/ENCFF541RVC/@@download/ENCFF541RVC.bam genomeversion:mm10,renlab
ENCFF241ENQ,Input,E15.5,Heart,1,ExpAcc:ENCSR424WHM md5sum:e840a86575c0878d099c71b02bcf9b0e URL:https://www.encodeproject.org/files/ENCFF241ENQ/@@download/ENCFF241ENQ.bam genomeversion:mm10,renlab
ENCFF037XLR,Input,E15.5,Heart,2,ExpAcc:ENCSR424WHM md5sum:a86c934e2c973f0becd79877001822af URL:https://www.encodeproject.org/files/ENCFF037XLR/@@download/ENCFF037XLR.bam genomeversion:mm10,renlab
ENCFF082TGD,Input,E15.5,Hindbrain,1,ExpAcc:ENCSR685UUM md5sum:4908802935b64ff5721ab0ee065a11e4 URL:https://www.encodeproject.org/files/ENCFF082TGD/@@download/ENCFF082TGD.bam genomeversion:mm10,renlab
ENCFF314ZXJ,Input,E15.5,Hindbrain,2,ExpAcc:ENCSR685UUM md5sum:8673aac04e7677247505cabc52a036a4 URL:https://www.encodeproject.org/files/ENCFF314ZXJ/@@download/ENCFF314ZXJ.bam genomeversion:mm10,renlab
ENCFF275UYN,Input,E13.5,Liver,1,ExpAcc:ENCSR220PXJ md5sum:6f22b64c48f8d630b70f4b4929fd72ca URL:https://www.encodeproject.org/files/ENCFF275UYN/@@download/ENCFF275UYN.bam genomeversion:mm10,renlab
ENCFF301ZSF,Input,E13.5,Liver,2,ExpAcc:ENCSR220PXJ md5sum:92841a8ae4f0b21b0d125e587b0a1af8 URL:https://www.encodeproject.org/files/ENCFF301ZSF/@@download/ENCFF301ZSF.bam genomeversion:mm10,renlab
ENCFF578PIN,Input,E16.5,Midbrain,2,ExpAcc:ENCSR817FFF md5sum:3515de2654df42c571be039cf9ea464e URL:https://www.encodeproject.org/files/ENCFF578PIN/@@download/ENCFF578PIN.bam genomeversion:mm10,renlab
ENCFF439PVF,Input,E16.5,Midbrain,1,ExpAcc:ENCSR817FFF md5sum:9075b2c14eef401fe5316164df8f94c2 URL:https://www.encodeproject.org/files/ENCFF439PVF/@@download/ENCFF439PVF.bam genomeversion:mm10,renlab
ENCFF006YKR,Input,P0,Stomach,1,ExpAcc:ENCSR050VUZ md5sum:2dcc4e8e012edf35635d453ce51386e1 URL:https://www.encodeproject.org/files/ENCFF006YKR/@@download/ENCFF006YKR.bam genomeversion:mm10,renlab
ENCFF946XCS,Input,P0,Stomach,2,ExpAcc:ENCSR050VUZ md5sum:4ea3def73176fae2ef9e9fd4b6480a74 URL:https://www.encodeproject.org/files/ENCFF946XCS/@@download/ENCFF946XCS.bam genomeversion:mm10,renlab
ENCFF066KEA,Input,E11.5,Neural-tube,2,ExpAcc:ENCSR138YZB md5sum:8bdff91f6153fcc3a8d14a8d47f913ef URL:https://www.encodeproject.org/files/ENCFF066KEA/@@download/ENCFF066KEA.bam genomeversion:mm10,renlab
ENCFF657TOI,Input,E11.5,Neural-tube,1,ExpAcc:ENCSR138YZB md5sum:df3f22c34c3d68726aee7f1205f6f9ca URL:https://www.encodeproject.org/files/ENCFF657TOI/@@download/ENCFF657TOI.bam genomeversion:mm10,renlab
ENCFF025NCO,Input,E14.5,Heart,1,ExpAcc:ENCSR840PFW md5sum:a149f300c264b0c693a0a3aa84bb9238 URL:https://www.encodeproject.org/files/ENCFF025NCO/@@download/ENCFF025NCO.bam genomeversion:mm10,renlab
ENCFF228INH,Input,E14.5,Heart,2,ExpAcc:ENCSR840PFW md5sum:9d8551af1b1e57229a8cbbcf59571f34 URL:https://www.encodeproject.org/files/ENCFF228INH/@@download/ENCFF228INH.bam genomeversion:mm10,renlab
ENCFF582LOU,Input,E15.5,Intestine,1,ExpAcc:ENCSR872UEE md5sum:06839582766a527c808a68214b04633d URL:https://www.encodeproject.org/files/ENCFF582LOU/@@download/ENCFF582LOU.bam genomeversion:mm10,renlab
ENCFF245YVK,Input,E15.5,Intestine,2,ExpAcc:ENCSR872UEE md5sum:8eee11926d727272e1df34e3bcea1932 URL:https://www.encodeproject.org/files/ENCFF245YVK/@@download/ENCFF245YVK.bam genomeversion:mm10,renlab
ENCFF012JCC,Input,E16.5,Lung,1,ExpAcc:ENCSR559FAB md5sum:b65b0eccf0cd1398229ee1e5ae43eeac URL:https://www.encodeproject.org/files/ENCFF012JCC/@@download/ENCFF012JCC.bam genomeversion:mm10,renlab
ENCFF098KIR,Input,E16.5,Lung,2,ExpAcc:ENCSR559FAB md5sum:895a08cdff9a29afa87c926851a1f814 URL:https://www.encodeproject.org/files/ENCFF098KIR/@@download/ENCFF098KIR.bam genomeversion:mm10,renlab
ENCFF148UUT,Input,P0,Forebrain,2,ExpAcc:ENCSR398NCK md5sum:cc69b8ddc9c486ef93d454f050b472d5 URL:https://www.encodeproject.org/files/ENCFF148UUT/@@download/ENCFF148UUT.bam genomeversion:mm10,renlab
ENCFF791KJV,Input,P0,Forebrain,1,ExpAcc:ENCSR398NCK md5sum:17ac2239bbc9d1ba1169515b4f2eff4d URL:https://www.encodeproject.org/files/ENCFF791KJV/@@download/ENCFF791KJV.bam genomeversion:mm10,renlab
ENCFF592WTG,Input,E15.5,Kidney,1,ExpAcc:ENCSR780JSE md5sum:34ce276af4cd9412f2e1094a9faa6d18 URL:https://www.encodeproject.org/files/ENCFF592WTG/@@download/ENCFF592WTG.bam genomeversion:mm10,renlab
ENCFF476GUX,Input,E15.5,Kidney,2,ExpAcc:ENCSR780JSE md5sum:ff772fef13d30882f10a50bf387185b1 URL:https://www.encodeproject.org/files/ENCFF476GUX/@@download/ENCFF476GUX.bam genomeversion:mm10,renlab
ENCFF786XLC,Input,E14.5,Neural-tube,1,ExpAcc:ENCSR254WNU md5sum:69a30feded9e26e06b38560c78960608 URL:https://www.encodeproject.org/files/ENCFF786XLC/@@download/ENCFF786XLC.bam genomeversion:mm10,renlab
ENCFF248DBJ,Input,E14.5,Neural-tube,2,ExpAcc:ENCSR254WNU md5sum:6db7084cda681f9be1030021ec3e372f URL:https://www.encodeproject.org/files/ENCFF248DBJ/@@download/ENCFF248DBJ.bam genomeversion:mm10,renlab
ENCFF527LXR,Input,E16.5,Liver,1,ExpAcc:ENCSR082JEN md5sum:4c35d36100a2a12d706e38cad595653c URL:https://www.encodeproject.org/files/ENCFF527LXR/@@download/ENCFF527LXR.bam genomeversion:mm10,renlab
ENCFF153BXF,Input,E16.5,Liver,2,ExpAcc:ENCSR082JEN md5sum:f7f646170476c9503db25a35cd5fa972 URL:https://www.encodeproject.org/files/ENCFF153BXF/@@download/ENCFF153BXF.bam genomeversion:mm10,renlab
ENCFF387UYW,Input,E14.5,Kidney,1,ExpAcc:ENCSR091DHJ md5sum:6767b3685bccee973a2859a13ee92f5e URL:https://www.encodeproject.org/files/ENCFF387UYW/@@download/ENCFF387UYW.bam genomeversion:mm10,renlab
ENCFF999TAG,Input,E14.5,Kidney,2,ExpAcc:ENCSR091DHJ md5sum:489e8969bdf2e75e18c05c52d75a9de0 URL:https://www.encodeproject.org/files/ENCFF999TAG/@@download/ENCFF999TAG.bam genomeversion:mm10,renlab
ENCFF868CEP,Input,E14.5,Limb,2,ExpAcc:ENCSR232EOO md5sum:378f91f25b19b4d27e4659757070a2df URL:https://www.encodeproject.org/files/ENCFF868CEP/@@download/ENCFF868CEP.bam genomeversion:mm10,renlab
ENCFF462HQE,Input,E14.5,Limb,1,ExpAcc:ENCSR232EOO md5sum:23f7c5ff7170a562b3c63f14c48feced URL:https://www.encodeproject.org/files/ENCFF462HQE/@@download/ENCFF462HQE.bam genomeversion:mm10,renlab
ENCFF141POR,Input,E16.5,Stomach,2,ExpAcc:ENCSR012BVY md5sum:ec2b4d91b9c4a04bbade503ce88b6357 URL:https://www.encodeproject.org/files/ENCFF141POR/@@download/ENCFF141POR.bam genomeversion:mm10,renlab
ENCFF783YRC,Input,E16.5,Stomach,1,ExpAcc:ENCSR012BVY md5sum:1588c74c7e2692c4c84898ef428475b0 URL:https://www.encodeproject.org/files/ENCFF783YRC/@@download/ENCFF783YRC.bam genomeversion:mm10,renlab
ENCFF036DBQ,Input,P0,Hindbrain,2,ExpAcc:ENCSR066SPF md5sum:182495b2fff920eda66990dd73e4ddb3 URL:https://www.encodeproject.org/files/ENCFF036DBQ/@@download/ENCFF036DBQ.bam genomeversion:mm10,renlab
ENCFF431MET,Input,P0,Hindbrain,1,ExpAcc:ENCSR066SPF md5sum:4f4574cb7b167f0f18892affe816f534 URL:https://www.encodeproject.org/files/ENCFF431MET/@@download/ENCFF431MET.bam genomeversion:mm10,renlab
ENCFF576KAS,Input,E14.5,Stomach,2,ExpAcc:ENCSR497YBQ md5sum:52e43f0e1b6a0132514da657600ebfd9 URL:https://www.encodeproject.org/files/ENCFF576KAS/@@download/ENCFF576KAS.bam genomeversion:mm10,renlab
ENCFF362MXD,Input,E14.5,Stomach,1,ExpAcc:ENCSR497YBQ md5sum:91b21695a30d51e2f7bf7adb25a5ad2e URL:https://www.encodeproject.org/files/ENCFF362MXD/@@download/ENCFF362MXD.bam genomeversion:mm10,renlab
ENCFF532IQU,Input,E16.5,Kidney,2,ExpAcc:ENCSR642DUV md5sum:ae72300bafdae6f85e936c2523c35127 URL:https://www.encodeproject.org/files/ENCFF532IQU/@@download/ENCFF532IQU.bam genomeversion:mm10,renlab
ENCFF540VMM,Input,E16.5,Kidney,1,ExpAcc:ENCSR642DUV md5sum:3e4c4bc8b3105732bc79c696db7482f0 URL:https://www.encodeproject.org/files/ENCFF540VMM/@@download/ENCFF540VMM.bam genomeversion:mm10,renlab
ENCFF972ZKQ,Input,E11.5,Midbrain,2,ExpAcc:ENCSR081UQY md5sum:52e2773ea867eaee77fbaf2ed4eeef4c URL:https://www.encodeproject.org/files/ENCFF972ZKQ/@@download/ENCFF972ZKQ.bam genomeversion:mm10,renlab
ENCFF033BGX,Input,E11.5,Midbrain,1,ExpAcc:ENCSR081UQY md5sum:b7249d2885f34d0817e8a9c4a238a4b8 URL:https://www.encodeproject.org/files/ENCFF033BGX/@@download/ENCFF033BGX.bam genomeversion:mm10,renlab
ENCFF976TWF,Input,E11.5,Limb,2,ExpAcc:ENCSR949ZLW md5sum:3368162ed2a61591c8cf7be6cf2fa52a URL:https://www.encodeproject.org/files/ENCFF976TWF/@@download/ENCFF976TWF.bam genomeversion:mm10,renlab
ENCFF223QEB,Input,E11.5,Limb,1,ExpAcc:ENCSR949ZLW md5sum:32cdca1009dd6eeb20ee7b84c94361f2 URL:https://www.encodeproject.org/files/ENCFF223QEB/@@download/ENCFF223QEB.bam genomeversion:mm10,renlab
ENCFF265KAG,Input,E11.5,Cranio-facial,2,ExpAcc:ENCSR068AQC md5sum:17b47d3908de6178c77b04698d67d241 URL:https://www.encodeproject.org/files/ENCFF265KAG/@@download/ENCFF265KAG.bam genomeversion:mm10,renlab
ENCFF851KTA,Input,E11.5,Cranio-facial,1,ExpAcc:ENCSR068AQC md5sum:5efacfe83be1b576e2746d2dc149ade9 URL:https://www.encodeproject.org/files/ENCFF851KTA/@@download/ENCFF851KTA.bam genomeversion:mm10,renlab
ENCFF395ALO,Input,E16.5,Forebrain,2,ExpAcc:ENCSR587JRQ md5sum:da571bc25403102ec627f7259e6de5a9 URL:https://www.encodeproject.org/files/ENCFF395ALO/@@download/ENCFF395ALO.bam genomeversion:mm10,renlab
ENCFF956BKJ,Input,E16.5,Forebrain,1,ExpAcc:ENCSR587JRQ md5sum:4b31d02343ab9b2579ee351394fb4f88 URL:https://www.encodeproject.org/files/ENCFF956BKJ/@@download/ENCFF956BKJ.bam genomeversion:mm10,renlab
ENCFF841RBB,Input,E11.5,Liver,2,ExpAcc:ENCSR573MJR md5sum:9c14c6bf7ee9aa4b84bde66da7f93abe URL:https://www.encodeproject.org/files/ENCFF841RBB/@@download/ENCFF841RBB.bam genomeversion:mm10,renlab
ENCFF807GND,Input,E11.5,Liver,1,ExpAcc:ENCSR573MJR md5sum:9b774f5e28ea2d30dd054facc2b04deb URL:https://www.encodeproject.org/files/ENCFF807GND/@@download/ENCFF807GND.bam genomeversion:mm10,renlab
ENCFF988JQL,Input,E14.5,Midbrain,1,ExpAcc:ENCSR413VHH md5sum:750a4e4cd8dac7009f086362f0bb9f13 URL:https://www.encodeproject.org/files/ENCFF988JQL/@@download/ENCFF988JQL.bam genomeversion:mm10,renlab
ENCFF790TLG,Input,E14.5,Midbrain,2,ExpAcc:ENCSR413VHH md5sum:6db8a65f8f77ab3946aec77ee70da8eb URL:https://www.encodeproject.org/files/ENCFF790TLG/@@download/ENCFF790TLG.bam genomeversion:mm10,renlab
ENCFF775YLK,Input,E14.5,Intestine,2,ExpAcc:ENCSR645QSY md5sum:2e6cffc04ae57c7b095040cd5c807b07 URL:https://www.encodeproject.org/files/ENCFF775YLK/@@download/ENCFF775YLK.bam genomeversion:mm10,renlab
ENCFF009SMR,Input,E14.5,Intestine,1,ExpAcc:ENCSR645QSY md5sum:5c95b18092473b904f739e341112d917 URL:https://www.encodeproject.org/files/ENCFF009SMR/@@download/ENCFF009SMR.bam genomeversion:mm10,renlab
ENCFF711NEU,Input,E15.5,Stomach,2,ExpAcc:ENCSR240XQT md5sum:eae1650c38f477fc45606075ff3b3b4e URL:https://www.encodeproject.org/files/ENCFF711NEU/@@download/ENCFF711NEU.bam genomeversion:mm10,renlab
ENCFF236JLN,Input,E15.5,Stomach,1,ExpAcc:ENCSR240XQT md5sum:6bff12c79bd4970bce548588a99e8991 URL:https://www.encodeproject.org/files/ENCFF236JLN/@@download/ENCFF236JLN.bam genomeversion:mm10,renlab
ENCFF022JWJ,H3K9me3,E16.5,Hindbrain,2,ExpAcc:ENCSR427ZQB md5sum:647169c92f4cef9b3b8a11bdaac8cfe7 URL:https://www.encodeproject.org/files/ENCFF022JWJ/@@download/ENCFF022JWJ.bam genomeversion:mm10,renlab
ENCFF034RGD,H3K9me3,E15.5,Cranio-facial,1,ExpAcc:ENCSR137NUN md5sum:9f7c685ef3416ed950bb076d651ae9f1 URL:https://www.encodeproject.org/files/ENCFF034RGD/@@download/ENCFF034RGD.bam genomeversion:mm10,renlab
ENCFF047XND,H3K9me3,E15.5,Lung,1,ExpAcc:ENCSR773EGV md5sum:e923a438d44189f9398502816bde03a6 URL:https://www.encodeproject.org/files/ENCFF047XND/@@download/ENCFF047XND.bam genomeversion:mm10,renlab
ENCFF053EMW,H3K9me3,E15.5,Hindbrain,1,ExpAcc:ENCSR299DRH md5sum:3a3b117ab121dc509f6a8310acc1a660 URL:https://www.encodeproject.org/files/ENCFF053EMW/@@download/ENCFF053EMW.bam genomeversion:mm10,renlab
ENCFF081SHC,H3K9me3,E15.5,Hindbrain,2,ExpAcc:ENCSR299DRH md5sum:5de1075332abf7be0bfe483b72b24d13 URL:https://www.encodeproject.org/files/ENCFF081SHC/@@download/ENCFF081SHC.bam genomeversion:mm10,renlab
ENCFF162MCR,H3K9me3,E15.5,Midbrain,2,ExpAcc:ENCSR864DSI md5sum:c315ecb19a31d630ac2d09efd510759f URL:https://www.encodeproject.org/files/ENCFF162MCR/@@download/ENCFF162MCR.bam genomeversion:mm10,renlab
ENCFF177XKP,H3K9me3,E15.5,Midbrain,1,ExpAcc:ENCSR864DSI md5sum:2402dafa5787db09cddeefe036e7ce5c URL:https://www.encodeproject.org/files/ENCFF177XKP/@@download/ENCFF177XKP.bam genomeversion:mm10,renlab
ENCFF236BMF,H3K9me3,E15.5,Limb,1,ExpAcc:ENCSR028ZHS md5sum:d4f3b45131e0f1afc7da4febc8b0122e URL:https://www.encodeproject.org/files/ENCFF236BMF/@@download/ENCFF236BMF.bam genomeversion:mm10,renlab
ENCFF250WDZ,H3K9me3,E15.5,Limb,2,ExpAcc:ENCSR028ZHS md5sum:7324d40e1dc00123b64d8b18cd15599d URL:https://www.encodeproject.org/files/ENCFF250WDZ/@@download/ENCFF250WDZ.bam genomeversion:mm10,renlab
ENCFF263PKV,H3K9me3,E15.5,Liver,1,ExpAcc:ENCSR855NKG md5sum:b4b178e6078eeea64b5d634b09bb6d14 URL:https://www.encodeproject.org/files/ENCFF263PKV/@@download/ENCFF263PKV.bam genomeversion:mm10,renlab
ENCFF293WAA,H3K9me3,E16.5,Hindbrain,1,ExpAcc:ENCSR427ZQB md5sum:a2958ae7b990bb276e9b7dc03594ba96 URL:https://www.encodeproject.org/files/ENCFF293WAA/@@download/ENCFF293WAA.bam genomeversion:mm10,renlab
ENCFF333VED,H3K9me3,E15.5,Heart,1,ExpAcc:ENCSR071SQK md5sum:44273555dbed0d876b53e14b8b7b83d7 URL:https://www.encodeproject.org/files/ENCFF333VED/@@download/ENCFF333VED.bam genomeversion:mm10,renlab
ENCFF472VYV,H3K9me3,E15.5,Cranio-facial,2,ExpAcc:ENCSR137NUN md5sum:8be5aa640f757d7c3687ee943f5b3975 URL:https://www.encodeproject.org/files/ENCFF472VYV/@@download/ENCFF472VYV.bam genomeversion:mm10,renlab
ENCFF491OGT,H3K9me3,E15.5,Forebrain,2,ExpAcc:ENCSR668BBX md5sum:52b9c8d6a1fa19048c4c76733e83659a URL:https://www.encodeproject.org/files/ENCFF491OGT/@@download/ENCFF491OGT.bam genomeversion:mm10,renlab
ENCFF518RUQ,H3K9me3,E15.5,Stomach,2,ExpAcc:ENCSR975QEX md5sum:d5e42ba3b9352c29cf8e8c87d78473db URL:https://www.encodeproject.org/files/ENCFF518RUQ/@@download/ENCFF518RUQ.bam genomeversion:mm10,renlab
ENCFF531ZPD,H3K9me3,E15.5,Stomach,1,ExpAcc:ENCSR975QEX md5sum:c92bb13de09f29756249f0be6b6b11a7 URL:https://www.encodeproject.org/files/ENCFF531ZPD/@@download/ENCFF531ZPD.bam genomeversion:mm10,renlab
ENCFF552BTE,H3K9me3,E15.5,Heart,2,ExpAcc:ENCSR071SQK md5sum:616f6e0e2b875601cf3ce39fc2de288b URL:https://www.encodeproject.org/files/ENCFF552BTE/@@download/ENCFF552BTE.bam genomeversion:mm10,renlab
ENCFF624YYW,H3K9me3,E15.5,Neural-tube,2,ExpAcc:ENCSR549RVJ md5sum:eec88dd131e654b8f8c645d3656b21fe URL:https://www.encodeproject.org/files/ENCFF624YYW/@@download/ENCFF624YYW.bam genomeversion:mm10,renlab
ENCFF657MPB,H3K9me3,E15.5,Liver,2,ExpAcc:ENCSR855NKG md5sum:1cddbfb836a4551c942d1b5199ddd144 URL:https://www.encodeproject.org/files/ENCFF657MPB/@@download/ENCFF657MPB.bam genomeversion:mm10,renlab
ENCFF679CVE,H3K9me3,E15.5,Neural-tube,1,ExpAcc:ENCSR549RVJ md5sum:2c63e037e7e67d31a6309fe672016d65 URL:https://www.encodeproject.org/files/ENCFF679CVE/@@download/ENCFF679CVE.bam genomeversion:mm10,renlab
ENCFF710FJE,H3K9me3,E15.5,Forebrain,1,ExpAcc:ENCSR668BBX md5sum:9cb1333557b77ad72ca7e3949e80e6bb URL:https://www.encodeproject.org/files/ENCFF710FJE/@@download/ENCFF710FJE.bam genomeversion:mm10,renlab
ENCFF746PPT,H3K9me3,E15.5,Lung,2,ExpAcc:ENCSR773EGV md5sum:67476caca6db0530bf22fd4826fbd3a0 URL:https://www.encodeproject.org/files/ENCFF746PPT/@@download/ENCFF746PPT.bam genomeversion:mm10,renlab
ENCFF771DGP,H3K9me3,E15.5,Intestine,2,ExpAcc:ENCSR311VKI md5sum:ad60a53b851db339fe003a522c95d085 URL:https://www.encodeproject.org/files/ENCFF771DGP/@@download/ENCFF771DGP.bam genomeversion:mm10,renlab
ENCFF810DDY,H3K9me3,E15.5,Kidney,2,ExpAcc:ENCSR499NUH md5sum:c2b80742102f929815eafbbbf1758d11 URL:https://www.encodeproject.org/files/ENCFF810DDY/@@download/ENCFF810DDY.bam genomeversion:mm10,renlab
ENCFF907DVF,H3K9me3,E15.5,Kidney,1,ExpAcc:ENCSR499NUH md5sum:2c13f69c05cd2d44e0a198097567a224 URL:https://www.encodeproject.org/files/ENCFF907DVF/@@download/ENCFF907DVF.bam genomeversion:mm10,renlab
ENCFF978LGO,H3K9me3,E15.5,Intestine,1,ExpAcc:ENCSR311VKI md5sum:b1a0bb0b9119df8aa05b3f35fcea8531 URL:https://www.encodeproject.org/files/ENCFF978LGO/@@download/ENCFF978LGO.bam genomeversion:mm10,renlab
ENCFF888RWI,H3K27me3,E11.5,Cranio-facial,2,ExpAcc:ENCSR701GKO md5sum:d03fa61f4fd077f091a20544498f45d0 URL:https://www.encodeproject.org/files/ENCFF888RWI/@@download/ENCFF888RWI.bam genomeversion:mm10,renlab
ENCFF134MLA,H3K27me3,E11.5,Cranio-facial,1,ExpAcc:ENCSR701GKO md5sum:59bc4e2eb10b4e8022a36cd071d05e3f URL:https://www.encodeproject.org/files/ENCFF134MLA/@@download/ENCFF134MLA.bam genomeversion:mm10,renlab
ENCFF585YZT,H3K36me3,E11.5,Cranio-facial,1,ExpAcc:ENCSR027DMG md5sum:93b2aab091be6496535013fc477bd951 URL:https://www.encodeproject.org/files/ENCFF585YZT/@@download/ENCFF585YZT.bam genomeversion:mm10,renlab
ENCFF051XWX,H3K36me3,E11.5,Cranio-facial,2,ExpAcc:ENCSR027DMG md5sum:0a66b240a3c5344b0527e56e8d220057 URL:https://www.encodeproject.org/files/ENCFF051XWX/@@download/ENCFF051XWX.bam genomeversion:mm10,renlab
ENCFF207EAR,H3K4me1,E14.5,Limb,1,ExpAcc:ENCSR529ERN md5sum:f0872636b2de9dae84e04d3fafc24f6a URL:https://www.encodeproject.org/files/ENCFF207EAR/@@download/ENCFF207EAR.bam genomeversion:mm10,renlab
ENCFF560SVU,H3K4me1,E14.5,Limb,2,ExpAcc:ENCSR529ERN md5sum:4a836954eb55cd479d45b93b712fd230 URL:https://www.encodeproject.org/files/ENCFF560SVU/@@download/ENCFF560SVU.bam genomeversion:mm10,renlab
ENCFF179SPI,H3K4me2,P0,Liver,1,ExpAcc:ENCSR578RLI md5sum:2e2a7dbf4f2cf308440ea24f05f1f121 URL:https://www.encodeproject.org/files/ENCFF179SPI/@@download/ENCFF179SPI.bam genomeversion:mm10,renlab
ENCFF525ERJ,H3K4me2,P0,Liver,2,ExpAcc:ENCSR578RLI md5sum:17d68331206490c3d7af59781fff9ba0 URL:https://www.encodeproject.org/files/ENCFF525ERJ/@@download/ENCFF525ERJ.bam genomeversion:mm10,renlab
ENCFF789LKA,H3K27ac,E14.5,Liver,1,ExpAcc:ENCSR075SNV md5sum:5498fa16019e4485e0c99726d94156fd URL:https://www.encodeproject.org/files/ENCFF789LKA/@@download/ENCFF789LKA.bam genomeversion:mm10,renlab
ENCFF288ZQX,H3K27ac,E14.5,Liver,2,ExpAcc:ENCSR075SNV md5sum:42aabcb5e3eb7dd87e15b87d0ae5bca3 URL:https://www.encodeproject.org/files/ENCFF288ZQX/@@download/ENCFF288ZQX.bam genomeversion:mm10,renlab
ENCFF353UMW,H3K9me3,E16.5,Midbrain,1,ExpAcc:ENCSR571WQI md5sum:5656c23266aa934bd1eaed93555eabba URL:https://www.encodeproject.org/files/ENCFF353UMW/@@download/ENCFF353UMW.bam genomeversion:mm10,renlab
ENCFF830LQJ,H3K9me3,E16.5,Midbrain,2,ExpAcc:ENCSR571WQI md5sum:868038042360b18e83a8e48fe60b0979 URL:https://www.encodeproject.org/files/ENCFF830LQJ/@@download/ENCFF830LQJ.bam genomeversion:mm10,renlab
ENCFF270CVT,H3K4me3,E12.5,Hindbrain,2,ExpAcc:ENCSR158ONM md5sum:3bec349ce9bfbb4bddc97dfaff6c8939 URL:https://www.encodeproject.org/files/ENCFF270CVT/@@download/ENCFF270CVT.bam genomeversion:mm10,renlab
ENCFF429AKJ,H3K4me3,E12.5,Hindbrain,1,ExpAcc:ENCSR158ONM md5sum:3ca1c2bbccd1680e3b91e43477abaebd URL:https://www.encodeproject.org/files/ENCFF429AKJ/@@download/ENCFF429AKJ.bam genomeversion:mm10,renlab
ENCFF368LAT,H3K9me3,E12.5,Liver,1,ExpAcc:ENCSR149GYK md5sum:1f3dd17d8b1237af02eca45dfd2f9091 URL:https://www.encodeproject.org/files/ENCFF368LAT/@@download/ENCFF368LAT.bam genomeversion:mm10,renlab
ENCFF711UCP,H3K9me3,E12.5,Liver,2,ExpAcc:ENCSR149GYK md5sum:094a30d74498c931f611c3a19f599ade URL:https://www.encodeproject.org/files/ENCFF711UCP/@@download/ENCFF711UCP.bam genomeversion:mm10,renlab
ENCFF016NAN,H3K4me1,E12.5,Liver,1,ExpAcc:ENCSR770OXU md5sum:e698b3b08d1f0102b0db60c84e732a3f URL:https://www.encodeproject.org/files/ENCFF016NAN/@@download/ENCFF016NAN.bam genomeversion:mm10,renlab
ENCFF074CEE,H3K4me1,E12.5,Liver,2,ExpAcc:ENCSR770OXU md5sum:5d680f3055c89dd96f65f9d8e4535f41 URL:https://www.encodeproject.org/files/ENCFF074CEE/@@download/ENCFF074CEE.bam genomeversion:mm10,renlab
ENCFF890LCZ,H3K4me3,E12.5,Limb,2,ExpAcc:ENCSR938MUD md5sum:17c2dff67a38a764ed82c2a6581dc8ba URL:https://www.encodeproject.org/files/ENCFF890LCZ/@@download/ENCFF890LCZ.bam genomeversion:mm10,renlab
ENCFF531LLH,H3K4me3,E12.5,Limb,1,ExpAcc:ENCSR938MUD md5sum:87656eb49d59ae73f7e97c2abb3a9023 URL:https://www.encodeproject.org/files/ENCFF531LLH/@@download/ENCFF531LLH.bam genomeversion:mm10,renlab
ENCFF449ROP,H3K9ac,E12.5,Limb,2,ExpAcc:ENCSR629AFL md5sum:3453b87dc1c466440b13d0454e6d28e4 URL:https://www.encodeproject.org/files/ENCFF449ROP/@@download/ENCFF449ROP.bam genomeversion:mm10,renlab
ENCFF957AYT,H3K9ac,E12.5,Limb,1,ExpAcc:ENCSR629AFL md5sum:8d45d1873464aaa102f8485735423d26 URL:https://www.encodeproject.org/files/ENCFF957AYT/@@download/ENCFF957AYT.bam genomeversion:mm10,renlab
ENCFF732IVQ,H3K27me3,E12.5,Limb,1,ExpAcc:ENCSR229LTY md5sum:ed686acb67e4616b8b7dfdbd15824369 URL:https://www.encodeproject.org/files/ENCFF732IVQ/@@download/ENCFF732IVQ.bam genomeversion:mm10,renlab
ENCFF700DHB,H3K27me3,E12.5,Limb,2,ExpAcc:ENCSR229LTY md5sum:cea1570e3722cdf4fa6972348919619d URL:https://www.encodeproject.org/files/ENCFF700DHB/@@download/ENCFF700DHB.bam genomeversion:mm10,renlab
ENCFF614DQI,H3K27ac,E12.5,Midbrain,1,ExpAcc:ENCSR252ONR md5sum:5a607a9420c5c0925fd895010dcfbcdf URL:https://www.encodeproject.org/files/ENCFF614DQI/@@download/ENCFF614DQI.bam genomeversion:mm10,renlab
